,LIC_1,LIC_3,LIC_31,LIC_35,LIC_37,LIF_22,LIF_24,LIF_26,LIF_28,LIF_30
Prdm2,2.292986,1.641697,2.439131,2.837096,2.71952,6.993139,4.421809,4.035385,4.708355,2.898839
Prdm4,2.770764,1.686039,2.488889,2.749144,2.97038,5.811243,3.847701,3.444375,3.799755,3.589952
Prdm5,0.096631,0.261199,0,0.1306,0.132418,0.09802,0.074634,0.20398,0.081818,0.088147
Prdm6,2.59758,4.253502,4.687948,7.231326,4.769251,9.842053,4.837824,4.99673,6.14548,3.740547
Prdm8,0.02821,0.050161,0.055065,0.02306,0.107095,0.354013,0.101901,0,0.043834,0.068033
Prdm9,1.892697,0.907772,1.502314,0.758894,1.964467,1.797586,2.459691,1.645435,2.035228,2.53289
Prdx1,660.157654,961.117188,1351.470703,1336.613159,906.093811,948.170349,902.67572,939.685364,877.016541,868.568542
Prdx1l1,4.874383,4.82975,11.301962,12.671717,7.161788,8.471248,3.150118,6.022886,6.784954,6.174053
Prdx2,58.370533,75.046844,107.531364,91.618736,85.039124,101.929504,102.210991,92.752213,107.351227,88.738724
Prdx3,30.183626,39.626675,93.530945,75.832817,52.217503,91.68235,85.804047,74.379456,74.881241,67.978935
Prdx4,97.322189,166.32074,179.470459,177.398193,111.3479,146.061401,163.373627,126.167152,123.521858,100.087471
Prdx5,450.856201,520.736816,433.09964,522.968628,412.68158,379.030212,444.962463,510.161987,420.093292,440.00473
Prdx6,72.958466,82.622894,269.999786,285.861725,172.475479,281.721985,243.154053,235.083908,278.334137,203.184464
Preb,30.011505,49.113079,41.248032,59.119644,47.167374,54.236256,52.112442,57.739742,55.59869,48.276817
Prelid1,181.728836,210.110565,320.699799,316.530701,265.520081,364.744873,337.963654,312.749268,325.241302,273.612793
Prelid2,15.113432,20.19367,12.654587,21.992998,20.62586,15.093785,18.102997,18.985563,24.943163,22.236206
Prelid3a,0.043543,0.028422,0.033459,0.154721,0.170888,0.119101,0.016571,0.164542,0.115386,0.093734
Prelid3b,28.761602,29.555729,21.768095,31.266893,24.041096,25.566618,26.076618,26.910995,26.497585,25.439566
Prelp,5.735094,6.064201,11.244538,14.318226,10.963337,21.776615,13.408691,14.96796,18.345898,17.42417
Prep,3.176904,2.956118,14.666562,11.073482,9.191212,19.570702,17.374809,16.759207,13.425317,10.893333
Prepl,3.295348,2.339401,5.061561,3.708915,4.408671,6.982076,6.808437,5.518603,5.876248,5.140833
Prex1,0.483475,0.130083,0.858354,0.696048,1.791584,4.723951,2.17468,2.472316,2.829607,2.363978
Prex2,1.025403,0.681446,0.990743,0.808478,1.039181,1.345145,2.304839,1.147022,2.634598,1.590533
Prf1,0.437791,0.489691,3.884176,3.161108,3.111826,5.39568,3.163269,4.310487,3.670043,4.001392
Prg2,0,0,0,0,0,0,0,0,0,0.913714
Prg3,0,0,0,0,0,0,0,0,0,0
Prg4,15.146401,28.721872,29.198191,25.178106,25.530577,32.979153,28.946672,23.378725,24.629354,17.470324
Prh1,0,0,0,0,0,0,0,0,0,0
Prickle1,0.93169,0.807908,1.399181,1.151047,0.999947,2.929377,1.592249,1.051219,1.739597,0.771968
Prickle2,0.323488,0.297489,0.525576,0.304669,0.60496,1.136564,1.062915,0.925402,0.797366,0.675488
Prickle3,7.39817,4.285479,1.426949,2.037893,9.604253,5.686605,5.750914,10.711293,7.000256,12.268501
Prickle4,15.686622,10.107702,17.842289,5.951902,21.500969,16.132957,19.168249,32.815758,16.043669,32.278019
Prim1,5.623124,12.360688,9.962008,4.674286,8.305804,9.461011,10.246659,7.049128,9.904904,10.750548
Prim2,0.922857,1.061389,2.439812,2.316219,1.187332,2.216964,1.823117,2.383639,3.140793,3.300326
Prima1,0.152844,0.061301,0.15538,0.166829,0.2989,0.646216,0,0.071056,0.250351,0.038527
Primpol,0.159916,0.150858,0.958699,0.283949,0.465107,1.209946,0.365977,0,0.639582,0.264373
Prkaa1,2.422617,0.897653,3.017572,1.98127,1.560809,4.725269,4.344114,2.015696,2.985754,3.077326
Prkaa2,6.941275,4.950625,15.822132,14.210022,8.525661,21.505518,17.611349,12.542568,18.483995,11.82207
Prkab1,22.36434,45.218506,63.589458,45.055363,62.439693,101.579865,89.213013,50.532394,44.79044,88.721664
Prkab2,0.415978,0.177375,0.415575,0.424305,0.34501,1.418065,0.533583,0.910139,0.890441,0.693443
Prkaca,14.809443,32.353878,41.491959,32.347527,34.256546,48.506199,43.652405,32.7099,31.019215,24.121134
Prkacb,1.800652,2.242425,11.712878,7.440162,6.478222,14.135575,10.813187,7.097716,10.216561,7.094896
Prkag1,19.319693,27.51519,27.928637,35.655296,30.289333,38.385048,35.312183,35.518661,39.248386,32.278732
Prkag2,3.07778,5.242408,10.847448,4.447587,10.865907,13.366673,10.889579,10.455856,12.169826,8.122427
Prkag3,0.563698,0,0,0.166492,0.046602,0,0,0.143002,0.227027,0.143199
Prkar1a,32.836784,30.351078,78.363899,66.029205,56.497787,93.223038,67.427628,62.742069,65.795631,49.313396
Prkar1b,0,0.067528,0.114372,0,0.179665,0.024725,0.00583,0.002969,0.072666,0.047547
Prkar2a,7.805249,7.25488,16.861698,0.744069,0.961429,21.317095,15.272523,16.183306,13.020602,1.034359
Prkar2b,0.074047,0.201993,0.095793,0.447474,0.41959,0.849999,0.122034,0.385316,0.697399,0.217786
Prkca,1.624686,1.650505,3.36788,2.811718,2.788297,3.666049,3.69445,3.341111,4.571867,2.545484
Prkcb,0.760318,1.151506,0.855175,1.377435,1.682984,2.626633,1.329562,1.491481,1.516513,1.668711
Prkcd,3.029835,3.200315,4.500611,4.788577,6.33193,9.83862,4.61239,6.356843,6.953624,5.62136
Prkce,0.328784,0,0.781414,0.461941,0.510519,1.732009,1.206608,0.467379,0.65445,0.657602
Prkcg,0.370483,0.144973,0,0,0.433593,0.224008,0,0.399387,0.133732,0.413243
Prkch,1.918076,0.887548,2.326818,0.94126,2.712965,4.979591,3.255951,2.994047,3.294292,2.997121
Prkci,3.800573,3.366039,10.026832,5.754755,5.511599,13.255033,9.420835,4.651662,6.512004,3.93705
Prkcq,0.181626,0.103296,0.081916,0.070678,0.160032,0.039451,0.215048,0.10629,0.364127,0.260117
Prkcsh,50.897312,73.175819,92.540131,93.728203,76.732658,103.079811,89.158989,88.232109,109.59729,73.849754
Prkcz,1.319451,0.981478,3.926664,1.415921,1.054518,1.953206,1.561973,3.186033,1.815283,0.71556
Prkd1,0.024281,0.047052,0.098324,0,0,0.187209,0.123193,0.060317,0.238236,0.047731
Prkd2,1.532512,1.015747,1.877932,1.775922,2.482752,4.217275,4.755564,2.622095,7.485258,4.016882
Prkd3,14.030908,13.16209,32.382141,30.089025,21.533705,36.383369,28.636316,23.891954,28.479666,20.476978
Prkdc,0.664858,0.634652,0.944717,0.518611,1.112141,2.028034,1.475483,1.138294,1.242203,1.708371
Prkg1,0,0.059291,0.148248,0.056744,0.04467,0.15551,0.439118,0,0.478849,0
Prkg2,0.055571,0,0,0,0,0,0,0,0,0
Prkn,0.783309,0.813575,0.962958,1.52351,1.778191,2.632259,1.243801,1.410875,1.45843,0.533026
Prkra,2.847524,3.795722,11.450215,7.19488,8.798903,12.144693,13.078878,10.238372,12.73628,6.802435
Prkrip1,4.061152,5.341724,3.156906,5.664929,5.627109,4.900998,6.755513,5.104615,5.088669,5.851678
Prkx,1.241384,1.169167,2.472314,2.185903,2.03023,3.103243,1.324521,1.563126,1.58846,0.862484
Prl,0,0,0,0,0,0,0,0,0,0
Prl2a1,0,0,0,0,0,0,0,0,0,0
Prl2b1,0,0,0,0,0,0,0,0,0,0
Prl2c1,0,0,0,0,0,0,0,0,0,0
Prl3a1,0,0,0,0,0,0,0,0,0,0
Prl3b1,0,0,0,0,0,0,0,0,0,0
Prl3c1,0,0,0,0,0,0,0,0,0,0
Prl3d2,0,0,0,0,0,0,0,0,0,0
Prl3d4,0,0,0,0,0,0,0,0,0,0
Prl4a1,0,0,0,0,0,0,0,0,0,0
Prl5a1,0,0,0,0,0,0,0,0,0,0
Prl5a2,0,0,0,0,0,0,0,0,0,0
Prl6a1,0,0,0,0,0,0,0,0,0,0
Prl7a3,0,0,0,0,0,0,0,0,0,0
Prl7a4,0,0,0,0,0,0,0,0,0,0
Prl7b1,0,0,0,0,0,0,0,0,0,0
Prl7c1,0,0,0,0,0,0,0,0,0,0
Prl7d1,0,0,0,0,0,0,0,0,0,0
Prl8a1,0,0,0,0,0,0,0,0,0,0
Prl8a2,0,0,0,0,0,0,0,0,0,0
Prl8a3,0,0,0,0,0,0,0,0,0,0
Prl8a4,0,0,0,0,0,0,0,0,0,0
Prl8a5,0,0,0,0,0,0,0,0,0,0
Prl8a7,0,0,0,0,0,0,0,0,0,0
Prl8a9,0,0,0,0,0,0,0,0,0,0
Prlh,0,0.022308,0,0,0,0,0,0,0,0
Prlhr,0,0,0,0,0,0,0,0,0,0
Prlr,46.78083,563.943665,269.196808,212.7444,265.853638,286.051392,378.816864,183.793701,268.672882,97.379318
Prm1,0,0,0,0,0,0,0,0,0,0
Prm2,0,0,0,0,0,0,0,0,0,0
Prm3,0,0,0,0,0,0,0,0,0,0
Prmt1,8.968079,12.132979,19.667223,16.263578,18.64892,25.268845,22.503693,17.389393,21.708563,14.056768
Prmt2,0.259179,0.519349,0.160494,0.581027,2.29414,2.325886,0.747223,1.869601,3.087591,1.149846
Prmt3,1.073036,1.834451,3.774239,4.791476,1.349277,3.918336,3.601106,1.651581,2.441428,2.267414
Prmt5,5.112833,4.173935,6.43059,6.798206,8.594315,10.203208,6.760104,6.858555,8.023418,8.301559
Prmt6,1.103788,1.205206,1.490297,2.283041,2.603552,3.246081,1.461383,2.885393,1.715318,3.366653
Prmt7,2.432619,3.174296,7.276351,6.788205,4.183345,8.767468,4.955578,4.778111,7.30857,5.279203
Prmt8,0,0,0,0,0,0,0,0,0,0
Prmt9,3.082911,4.302485,4.113858,3.471337,5.419786,7.073549,5.94324,5.447363,4.240264,5.614481
Prnd,0,0,0,0,0,0,0,0,0.047259,0
Prnp,1.434959,1.059668,2.52602,1.646956,2.751925,7.273259,1.407493,2.742224,4.586577,2.174786
Prob1,0.655227,0.973769,0.636334,0.869559,0.792666,1.292195,0.989351,1.347611,1.391376,0.355003
Proc,459.153961,526.575562,494.066528,585.79895,619.915161,604.385193,597.773193,638.554993,641.767639,619.145325
Proca1,0,0,0,0,0,0.384379,0.048978,0.339713,0.175419,0.600065
Procr,2.424067,3.225481,2.258347,2.311004,8.133771,6.545061,3.734948,5.544152,11.256872,5.415842
Prodh,133.074234,47.266857,64.897346,49.126705,57.396236,93.785202,63.66193,153.757874,145.786743,143.26622
Prodh2,283.352844,545.536682,395.441498,518.956299,334.412628,437.2854,517.49054,487.032318,458.185577,449.533295
Prok1,0,0,0,0,0.095116,0.12474,0,0,0,0
Prok2,0,0,0,0,0,0,0,0,0,0.274066
Prokr1,0,0,0,0,0.064737,0.128294,0,0.203339,0.14277,0
Prokr2,0.055221,0,0,0,0,0,0,0,0,0
Prom1,0.376292,6.916395,2.470024,3.251987,7.763502,1.836709,5.780375,3.260884,1.486822,0.480946
Prom2,0.028727,0,0,0,0,0,0,0.055399,0,0
Prop1,0,0,0,0,0,0,0,0,0,0
Prorp,3.412433,5.132022,5.630789,4.697364,3.722941,5.554807,5.981611,6.59044,5.53826,4.994067
Prorsd1,5.030945,10.201575,7.147511,9.829812,6.595522,6.846962,6.034201,6.206793,4.380021,4.890831
Pros1,36.977245,36.430447,83.95816,70.841019,55.084415,82.653328,71.631569,61.432232,70.697609,44.470612
Proser1,1.326754,0.759966,1.421004,0.366591,1.552683,2.305869,1.911556,2.535434,2.038626,3.125743
Proser2,5.383187,3.094778,9.461407,13.557454,11.604609,13.832053,10.423277,15.584159,14.964521,13.464135
Proser3,2.848911,1.877765,3.972465,2.812744,5.6413,5.397452,7.593354,5.275513,6.164122,5.46089
Prox1,0.93439,0.312739,3.713833,1.342403,2.056796,10.033239,3.095417,2.405167,3.707344,1.477102
Prox2,0.051129,0,0,0,0,0.038693,0.031478,0,0,0.145706
Proz,89.608429,124.26371,167.19873,113.896622,134.409225,147.535721,161.431366,148.863251,158.081726,124.871315
Prp15,0,0,0,0,0,0,0,0,0,0
Prp2,0,0,0,0,0,0,0,0,0,0
Prp25,0,0,0,0,0,0,0,0,0,0
Prp2l1,0,0,0.015635,0,0,0,0,0,0,0.011571
Prpf18,5.179785,2.23212,5.474502,5.827305,7.155373,9.113479,9.274958,7.356337,9.977033,8.964144
Prpf19,29.417545,29.747938,55.199821,54.504082,55.111301,82.54583,60.011852,43.821796,58.19968,51.430939
Prpf3,13.706594,10.125041,5.772449,12.023057,15.804441,14.065289,12.405752,15.032305,13.835198,14.018404
Prpf31,3.231978,2.672603,6.468264,5.511523,7.340802,7.848883,6.866065,8.267709,8.568226,6.960818
Prpf38a,2.796961,3.309527,8.193209,5.948658,5.934511,9.426997,6.116896,6.995625,8.473232,7.965524
Prpf38b,12.143353,8.203122,11.417888,11.592086,16.683807,25.134264,23.585646,20.579884,18.995964,21.160261
Prpf39,8.687032,3.84471,4.869591,4.812228,9.69493,10.667678,7.870704,11.43815,12.731686,11.379009
Prpf4,4.002069,2.941799,6.182185,6.580934,5.724869,9.746796,5.095098,5.903585,6.900338,5.676863
Prpf40a,4.611758,4.300346,10.229148,5.473583,4.946118,10.137375,6.704433,4.841565,4.970619,3.975898
Prpf40b,5.146042,3.147743,3.230897,3.78069,9.158563,6.433902,6.188201,6.38074,6.591721,10.111712
Prpf4b,8.39629,7.412415,5.573266,7.872856,13.259246,21.187115,15.148527,15.737986,13.806001,14.242428
Prpf6,5.415849,7.118094,13.028459,10.808343,10.966716,20.446728,13.700141,11.854746,14.521352,13.302042
Prpf8,5.270207,6.016607,16.571133,8.544487,7.926916,26.958187,14.572831,10.181236,13.445546,9.290742
Prph,0.691302,0.395551,0,0,0.384721,0,0,0.372385,0.461835,0.593477
Prph2,0,0,0,0,0,0,0,0,0,0
Prpmp5,0,0,0,0,0,0,0,0,0,0
Prps1,3.415824,3.682423,11.817866,7.798112,6.533544,11.774986,9.455084,8.016797,7.664075,5.954921
Prps1l1,0,0,0,0,0,0,0,0,0,0
Prps2,0.812071,0.873,2.488476,0.888616,3.721686,5.113224,1.953643,2.758933,4.001544,3.393183
Prpsap1,31.111881,40.15007,41.22979,53.418926,55.585167,59.705803,46.285526,47.363297,54.843742,52.615475
Prpsap2,4.219132,4.979376,7.443506,5.252989,5.547781,9.675498,6.847422,6.530132,5.86639,7.625926
Prr11,0.050817,0.018308,0.064215,0.123767,0.102179,0.115235,0.127798,0.112152,0.062401,0.412659
Prr12,1.675032,1.023233,2.372579,1.115443,2.210612,4.379619,2.09792,2.388385,3.362098,2.32887
Prr13,7.656261,9.156484,22.307451,24.718166,22.92979,36.093105,22.877228,29.246616,21.171616,20.21769
Prr14,12.665626,8.455666,10.105067,9.51049,17.732964,21.057249,17.981709,17.500231,17.584215,19.895412
Prr14l,0.988916,0.660515,1.808413,1.513023,1.362327,3.594363,2.408848,2.311399,2.035617,1.195045
Prr15,2.533313,0.370578,0.887046,1.051546,2.610131,2.15925,2.906659,4.65703,2.845321,3.955473
Prr15l,1.024507,0.648227,0.188965,0.308303,1.290442,0.519976,0.164803,1.286794,1.079822,0.454482
Prr16,10.993272,7.026501,13.444041,10.374771,8.833507,12.21855,9.32212,13.442684,8.836489,6.840452
Prr18,0.14736,0.021597,0,0,0,0,0,0.045496,0.10112,0
Prr19,0,0.248252,0,0.108038,0.117854,0.143919,0.387763,0,0,0
Prr20e,0,0,0,0,0,0,0,0,0,0
Prr22,1.433495,0.445328,0.43813,0.199575,1.033432,1.139865,1.621671,0.672984,0.78019,1.360237
Prr23a1,0,0,0,0,0,0,0,0,0,0
Prr23a2,0,0,0,0,0,0,0,0,0,0
Prr23d1,0,0,0,0,0,0,0,0,0,0
Prr23d2,0,0,0,0,0,0,0,0,0,0
Prr27,0,0,0,0,0,0,0,0,0,0
Prr29,1.719753,2.515239,1.163208,1.817567,2.668543,2.28358,2.931391,4.275632,2.412754,3.867126
Prr3,8.776765,11.311148,6.995054,11.24876,12.143727,15.359084,14.648214,12.016344,14.70196,11.613893
Prr30,0,0,0.12734,0,0.117055,0.150396,0,0,0.163801,0
Prr32,0,0.383816,0,0.110207,0,0,0,0.145972,0,0
Prr33,0.050766,0,0,0,0,0.287524,0,0.273253,0.146356,0.11275
Prr35,0.032014,0,0,0,0,0,0,0,0,0
Prr36,0,0,0,0.048875,0.026683,0,0.036299,0,0.263678,0.065091
Prr4,0,0,0,0,0,0,0,0,0,0
Prr5,0.474564,0.406392,3.594716,0.797923,2.054878,4.536731,3.853431,0.459972,4.400784,0.589831
Prr5l,0.086141,0.242875,0.249839,0.117906,0.253636,0.707202,0.455693,0.259545,0.380523,0.505316
Prr7,0.932902,0.652864,0.498851,0.668834,0.598535,2.004076,0.526118,0.545401,0.790083,0.576563
Prr9,0,0,0,0,0,0,0,0,0,0
Prrc1,8.213567,12.728918,17.755928,13.17458,12.423656,18.826094,15.495404,11.719818,17.634449,10.878359
Prrc2a,12.824327,9.884246,18.188087,14.334671,21.041117,36.82674,20.297386,23.796144,21.81876,22.661562
Prrc2b,3.221601,1.998194,5.232667,3.719364,5.684417,10.690042,7.687086,7.084671,6.113344,6.895108
Prrc2c,1.391573,0.761757,2.727908,2.182666,1.761766,5.393993,4.017434,2.983124,3.485208,2.310387
Prrg1,0.933599,0.847045,2.2169,0.52235,1.332429,1.332909,1.662456,0.9826,1.368417,0.880941
Prrg2,5.540433,3.131955,6.694893,4.562445,6.160668,11.675756,5.035221,7.331322,6.204366,6.416418
Prrg3,0,0,0.056951,0.123904,0.142507,0.058331,0,0,0.126385,0.018441
Prrg4,0.734587,1.011867,1.156208,1.372993,1.457251,2.260059,2.673257,2.98632,2.720331,1.866602
Prrt1,0.733944,0.588369,0.129888,0.213244,1.951935,0.594313,2.405831,2.991774,2.241624,3.28999
Prrt1b,0.06652,0.083502,0.243296,0.014659,0.108934,0.062297,0.16936,0,0.298997,0.1837
Prrt2,0,0,0,0,0,0,0,0,0,0
Prrt3,1.611968,3.895451,0.655478,1.115236,1.929723,1.033153,1.265412,1.987395,1.783702,2.252378
Prrt4,0,0,0,0,0.030712,0,0,0,0,0
Prrx1,0.086343,0.045843,0.109112,0,0.01774,0.136983,0.145178,0.060328,0.407097,0.260233
Prrx2,0,0,0,0,0,0,0,0,0.139758,0
Prss1,0,0,0,0,0,0,0.574646,0,0,0
Prss12,0,0.097173,0,0.044885,0.196041,0,0.060741,0,0.047779,0
Prss16,0,0,0,0,0,0,0,0,0,0
Prss2,0,0,0,0,0,0,0,0,0,0
Prss21,2.108203,1.180004,1.571479,0.248339,1.46415,0.826119,0.855471,0.527656,2.112392,0.52168
Prss22,0,0,0,0.212822,0.097326,0,0.241264,0,0.855724,0
Prss23,4.601633,12.13972,16.109577,21.047796,17.003342,17.934225,10.286853,7.97735,10.915336,5.011484
Prss27,0,0,0,0,0,0,0,0,0,0
Prss29,0,0,0.267595,0.31107,0,0.122554,0,0.123132,0.111825,0
Prss3,0,0,0,0,0,0,0.37811,0,0,0
Prss30,0,0,0,0,0,0,0,0,0,0
Prss32,6.168796,10.442352,18.557268,8.226201,10.504389,12.689587,17.56654,15.01673,18.983807,8.574381
Prss33,0,0,0,0,0,0,0,0,0,0
Prss34,0,0,0,0,0,0,0,0,0,0
Prss35,0,0,0,0,0.065373,0,0.081838,0,0,0.083057
Prss36,1.28451,1.254267,0.710218,0.964287,1.899319,1.367608,1.130352,0.931686,1.17497,1.838465
Prss37,0,0,0,0,0,0,0,0,0,0
Prss38,0,0,0,0,0,0,0,0,0.196462,0
Prss39,0.085154,0.082745,0,0,0.217116,0.241988,0.581628,0.280928,0.217202,1.502656
Prss3b,0,0,0,0,0,0,0,0.15444,0,0
Prss40,0,0,0,0,0,0,0,0,0,0
Prss41,0,0,0,0,0,0,0,0,0,0
Prss42,0,0,0,0,0,0,0,0,0,0
Prss44,0,0,0,0,0,0,0,0,0,0
Prss45,0,0,0,0,0,0,0,0,0,0
Prss46,0,0,0,0,0,0,0,0,0,0
Prss47,0,0,0,0,0,0,0,0,0,0
Prss48,0.276793,0.057203,0,0.087706,0,0,0,0,0.200413,0.22409
Prss50,0,0,0,0,0,0,0,0,0,0
Prss51,0,0.229856,0,0,0,0,0,0,0,0
Prss52,0,0,0.249394,0,0,0,0,0,0.069456,0
Prss53,12.909311,16.407824,1.267229,4.098395,17.448608,4.855179,17.168489,16.795982,10.177688,17.916773
Prss54,0,0,0,0,0,0,0,0,0,0
Prss55,0,0.045768,0.129397,0.030567,0,0,0.039506,0,0.041953,0
Prss56,0,0,0,0,0,0,0,0,0,0
Prss57,0,0,0,0,0,0,0,0,0,0
Prss58,0,0,0,0,0,0,0,0,0,0
Prss59,0,0,0,0,0,0,0,0,0,0
Prss8,1.766134,2.312163,0.846495,0.326101,1.494542,0.616618,1.293126,1.854045,1.684044,1.04413
Prtfdc1,1.06406,1.791139,1.081186,1.548183,1.326926,2.833302,1.896432,2.083839,4.247002,3.202782
Prtg,0.011243,0.038074,0.773167,0.495241,0.257443,0.125044,0.679436,0.297703,0.440199,0.092439
Prtn3,0,0,0,0,0,0,0,0,0,0
Prune1,3.684767,1.903357,6.002661,4.208849,6.713238,7.951233,8.939792,4.423309,8.917539,5.523953
Prune2,0.195781,0.150973,0.300297,0.29055,0.634184,0.866247,0.589801,0.461352,0.765231,0.497124
Prx,0.721211,0.429112,0.540487,0.283266,0.580522,0.630621,1.005149,0.756146,1.228055,0.907664
Prxl2a,47.058197,39.730747,54.575863,40.751789,28.444336,35.45694,44.826561,33.745895,33.741882,33.938084
Prxl2b,21.116497,67.546654,39.973045,43.751781,30.025314,23.950056,38.035145,36.694981,34.544224,27.982483
Prxl2c,19.088493,16.082397,59.733364,30.415472,37.731888,41.061745,40.840366,41.924515,40.978645,36.894939
Psap,64.94252,100.585304,297.150635,325.260529,228.027924,534.30719,377.617065,378.865143,435.680664,251.843445
Psapl1,0,0,0,0,0,0,0,0,0,0
Psat1,1.067263,1.308076,2.981704,1.074291,1.561636,1.134893,2.166794,1.064921,1.562621,0.7241
Psca,0,0.075251,0,0.060194,0.229182,0.194235,0.132581,0.155564,0.239497,0
Psd,0.061127,0.123926,0,0,0.092563,0.07596,0.030735,0.101336,0.034014,0.087485
Psd2,0,0.013543,0,0,0.008605,0,0,0.059941,0,0.184833
Psd3,1.77349,2.214229,3.190449,2.591891,2.827194,5.523308,3.539614,3.560759,3.316294,3.184868
Psd4,1.851769,1.889783,3.028856,1.521802,2.00075,4.139957,3.617174,1.825964,4.534596,2.772002
Psen1,3.790449,4.518018,11.002171,7.505026,5.252323,13.174742,8.015862,6.374543,7.684151,5.119748
Psen2,11.273166,8.386548,20.222641,14.994952,16.314518,29.665489,29.371225,20.996916,23.450808,16.17425
Psenen,221.096191,413.88562,265.750519,353.765717,268.831512,186.324051,220.733871,222.436661,222.914551,210.236801
Psg16,0,0,0,0,0,0,0,0,0,0
Psg19,0,0,0,0,0,0,0,0,0,0
Psg29,0,0,0,0,0,0,0,0,0,0
Psgb1,0,0,0,0,0,0,0,0,0,0
Psip1,2.330279,3.914655,8.040179,5.180817,3.419461,10.89529,6.072992,3.423872,5.756907,1.804461
Pskh1,7.920951,9.324349,13.956426,13.751365,8.161977,12.887373,11.019567,13.453622,11.093431,10.098312
Psma1,67.904892,59.944027,105.987976,93.64045,81.576187,139.325653,121.308044,112.520424,101.385063,93.77935
Psma2,127.252693,157.996033,139.313644,117.881042,108.793655,108.065552,119.519234,108.82122,81.574074,97.883415
Psma3,48.014618,49.192673,79.929604,55.343658,45.343773,76.075768,60.398285,52.151752,56.118862,45.397148
Psma3-ps1,0.352161,0.681094,0.313632,0.58369,0.65333,0.404904,0.307252,0.396313,0.4105,0.619349
Psma4,78.000198,110.327797,112.537109,99.717453,97.587868,117.671288,102.68837,116.955956,93.467278,87.631584
Psma5,38.062485,61.474026,101.143845,76.951729,63.738598,107.037025,72.129929,83.826363,63.269623,61.110607
Psma6,74.276154,94.876686,119.428093,119.758507,80.788155,123.289452,123.097786,128.29744,100.99913,91.811539
Psma7,166.396515,265.844727,244.860718,222.483719,219.901871,260.508118,247.977844,270.796448,238.26088,249.025406
Psma8,0.069206,0,0,0.065979,0,0,0,0,0,0
Psmb1,207.469208,314.205017,276.036804,265.746155,239.688599,256.800354,234.573853,295.501434,223.414978,257.280304
Psmb10,27.80397,149.969818,136.857193,101.111374,81.235283,76.253044,58.473236,56.688095,50.313374,56.632668
Psmb11,0,0,0,0,0,0.487153,0.149435,0,0,0
Psmb2,91.860321,148.260941,147.615051,134.492493,133.048569,166.734894,120.440979,126.469269,132.351456,128.623688
Psmb3,129.388809,208.007751,152.51474,144.902771,166.710831,188.252518,138.023499,199.105453,144.800842,166.038742
Psmb4,209.986664,298.00058,320.154907,315.098358,231.716736,314.571808,279.4133,315.495911,293.384369,268.640808
Psmb5,113.967468,163.247009,178.45253,185.098373,156.287476,198.44368,180.825867,190.790222,177.955963,176.393112
Psmb6,122.072479,193.893036,186.20369,181.656494,121.691719,150.625793,141.442947,155.083618,121.327515,130.127045
Psmb7,141.5186,170.348785,179.968216,160.597183,123.030945,169.500671,174.369858,190.474792,144.070648,139.21759
Psmb8,63.662048,220.795486,142.778122,241.761063,127.218315,151.112381,94.629326,84.589607,99.943733,83.334457
