"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RGD1560729",-0.88482411657274,-0.299704979246434,-3.47924467763468,0.00234269142538132,0.0213881095904527,-1.38369531404557
"Smkr1",-0.650810375422709,-0.938810026917343,-3.51487214775314,0.00215663178399938,0.0213881095904527,-1.38593348727778
"LOC120102575",-0.621293199568799,-0.939865552815257,-3.5123374354295,0.0021693741290772,0.0213881095904527,-1.39147386385974
"LOC120097382",1.53565394309783,5.50222053433717,3.50863205134581,0.00218813505585322,0.0213881095904527,-1.39258550057521
"Pp2d1",-1.16948668743022,2.09273960713959,-3.48713608065308,0.00230016416664974,0.0213881095904527,-1.39290049573419
"Myl2",-0.698678670700481,-0.92751515581383,-3.51003480349699,0.00218101399725405,0.0213881095904527,-1.39500082066229
"LOC103691999",0.888302962622737,0.725175555161829,3.47190105216142,0.00238296066277484,0.0213881095904527,-1.39927520640625
"RGD1561636",-1.38781379714303,2.12534340835887,-3.48326466821455,0.00232093171787322,0.0213881095904527,-1.40149643749685
"LOC100909970",-0.620043925768081,-0.940579659490655,-3.5073600888368,0.0021946119413798,0.0213881095904527,-1.40218080963755
"LOC102549484",-0.656269076591238,-0.932700596825788,-3.50647133955797,0.00219914868322202,0.0213881095904527,-1.40280674496656
"Acaa2",0.847274649667623,8.96613641137299,3.48254119274462,0.00232483308058895,0.0213881095904527,-1.40337010150628
"LOC102550786",-0.626650120614717,-0.939282072464511,-3.50571476822304,0.00220301797652361,0.0213881095904527,-1.40552512727467
"Defa11",-0.626558472600303,-0.939336175202092,-3.50540327078708,0.00220461299796508,0.0213881095904527,-1.40619621755451
"LOC120094285",-0.94789775396847,-0.586905131545875,-3.47911223235674,0.00234341173812151,0.0213881095904527,-1.40680924451336
"LOC361456",-0.613304881518863,-0.942559837744742,-3.50501069526511,0.00220662479818531,0.0213881095904527,-1.40744322429808
"LOC120094459",-0.619105803740019,-0.941115358135883,-3.50358015634234,0.00221397106408298,0.0213881095904527,-1.41030968051854
"LOC102556118",-0.619076838982736,-0.941131890502408,-3.50346287346357,0.00221457441479225,0.0213881095904527,-1.41056186987627
"Tacstd2",-0.638515308655292,-0.943974195876461,-3.50291196514497,0.00221741067638828,0.0213881095904527,-1.41209977019169
"RGD1565317",-0.862727301122398,-0.544656813626713,-3.47325337228547,0.00237549435647393,0.0213881095904527,-1.41292931117158
"LOC102549260",-0.907061237957588,-0.580693790341739,-3.47447183826903,0.00236878677197308,0.0213881095904527,-1.41561150674837
"LOC108352599",-0.618344285573887,-0.941549865442617,-3.50048517702494,0.00222994721041334,0.0213881095904527,-1.41696407615825
"Eny2",-0.756654136423355,4.68746405729095,-3.50218053462681,0.00222118185095687,0.0213881095904527,-1.41850828400435
"Mrpl55",-0.773247080438932,5.16588115845006,-3.50053015194551,0.00222971424162908,0.0213881095904527,-1.41869406300176
"Creb1-ps1",-0.617407489475372,-0.9420839603886,-3.49664513825351,0.00224992707109701,0.0213881095904527,-1.42521856885057
"H2az2",-0.719662058284815,4.58141552974899,-3.49779769929568,0.00224391182750906,0.0213881095904527,-1.42812495430169
"LOC120097862",-0.675087706916852,-0.936542607507049,-3.49440787187594,0.00226164873716416,0.0213881095904527,-1.42928035072396
"Mir203",-0.673478112796869,-0.892327233595578,-3.49169340993173,0.00227595124864929,0.0213881095904527,-1.42984947612489
"Tent5b",-0.68148263324423,-0.880518369060962,-3.48801321831944,0.00229548436175885,0.0213881095904527,-1.43486090494351
"LOC686066",-0.930104215096927,-0.420686611802416,-3.45831900384967,0.00245923949421664,0.0213881095904527,-1.43498190816654
"Misp3",-0.622704592504772,-0.941601160855442,-3.49196158250319,0.00227453429466475,0.0213881095904527,-1.43513863480709
"Rapgef4",0.871552723615038,2.9873605308322,3.47853221139712,0.00234656878785101,0.0213881095904527,-1.43669329633549
"Cavin2",1.00468215590691,2.04463024106602,3.46400210690969,0.00242703469906183,0.0213881095904527,-1.4382199704564
"LOC108349814",-0.615924624259908,-0.942928435781313,-3.49049309111504,0.00228230406852797,0.0213881095904527,-1.43843870809049
"C1d",-0.857876739654662,3.06423327882525,-3.48051732248527,0.00233578114582812,0.0213881095904527,-1.43875945335269
"Ndufb2",-1.0616968405694,7.88787065883194,-3.47188122525064,0.00238307030071398,0.0213881095904527,-1.43888564923977
"LOC120101536",-0.615583322185464,-0.943122639270678,-3.48906435876459,0.0022898885317196,0.0213881095904527,-1.44150816995929
"LOC103691625",-0.815778895089583,-0.809407734170636,-3.48194627659251,0.00232804601462152,0.0213881095904527,-1.44405594898854
"LOC103694426",-1.08766423811488,0.102895015370944,-3.44742684602838,0.00252214057253362,0.0213881095904527,-1.44458810140167
"LOC100359972",-0.59832018795592,-0.953795775154862,-3.48805715382085,0.00229525019850536,0.0213881095904527,-1.44504966514282
"Fam110a",0.742730785820768,1.94538561113398,3.45931913647897,0.00245354169202582,0.0213881095904527,-1.44588858650061
"LOC120101763",-0.644957788702836,-0.933300301846243,-3.48569445678253,0.00230787607528363,0.0213881095904527,-1.44695513438556
"Ifitm10",-1.27705222129611,0.479021896642916,-3.4458827030685,0.00253118479390378,0.0213881095904527,-1.44867463681088
"LOC120102245",-0.614251386909072,-0.943879934568032,-3.48344314546482,0.00231997026453511,0.0213881095904527,-1.45358196323631
"LOC102556374",-0.614000189370256,-0.944022653001135,-3.48237488570788,0.00232573080736705,0.0213881095904527,-1.45587598638107
"Scart1",-0.607568907163334,-0.901050265254553,-3.47824552966982,0.00234813073825293,0.0213881095904527,-1.45776894162451
"Fam43a",0.720863770733237,2.03248141534721,3.4547434255452,0.00247971625588382,0.0213881095904527,-1.45785127961427
"Fam24b",-0.865741683236515,-0.856196450938551,-3.47614849274254,0.0023595873167824,0.0213881095904527,-1.45881036542694
"LOC120097407",-1.12416078613717,-0.483542762373111,-3.44979931287944,0.00250830657896342,0.0213881095904527,-1.45919247819247
"Tmbim7",-0.7007665104009,-0.79473460205028,-3.47144785598945,0.00238546796521378,0.0213881095904527,-1.45933342523453
"Kng1",-0.826152895428823,8.96524405709576,-3.45559868020552,0.00247480316026676,0.0213881095904527,-1.45980275373794
"Trnaa-agc_18",-0.613465374363054,-0.944326399259707,-3.48009192081825,0.00233808878303539,0.0213881095904527,-1.46077799047989
"LOC102547329",-0.619434245082451,-0.943507923416458,-3.48003227849354,0.00233841249838578,0.0213881095904527,-1.46079855008346
"Sla",0.837727891802631,0.861627595482401,3.44199793201655,0.00255407944862645,0.0213881095904527,-1.46099792012311
"LOC108349443",-0.802051645520259,-0.59437885601182,-3.4530132615873,0.00248968467394574,0.0213881095904527,-1.46101161940398
"Sult4a1",-0.843995695369339,-0.88548592545859,-3.47699806602343,0.0023549393019963,0.0213881095904527,-1.46140090818424
"Ppia",-0.665196815554754,9.35639262069204,-3.45113566525778,0.00250054707459038,0.0213881095904527,-1.46464501756692
"LOC120102243",-0.607476813333592,-0.945972444019903,-3.47817444365367,0.00234851819987453,0.0213881095904527,-1.46507652726849
"LOC120095875",-1.19496379103865,-0.249809535873744,-3.44024497784201,0.00256447684567582,0.0213881095904527,-1.46632129473877
"Lrrc61",1.40657940139172,1.8768289581287,3.44697611814363,0.00252477725177476,0.0213881095904527,-1.46852713045278
"Rps18l1",-0.890755444677708,4.51122051868622,-3.47869866609136,0.00234566234858899,0.0213881095904527,-1.46859925073627
"Ndufa1",-1.06076541159715,7.20729968748533,-3.46041514784601,0.00244731256033186,0.0213881095904527,-1.47255288059623
"LOC120100923",-0.640233331957281,-0.740148748602877,-3.46046504649769,0.00244702933373353,0.0213881095904527,-1.47306770504245
"Cspg5",-0.666106967439625,-0.842144931262071,-3.46616827659016,0.00241486893309264,0.0213881095904527,-1.47402721126629
"Lrrc34",-0.657784216636928,-0.856584131972881,-3.46822751806403,0.00240335928321367,0.0213881095904527,-1.4745700034935
"Rps12l3",-1.12989900352252,-0.0300237510955031,-3.43186276547618,0.00261477206321387,0.0213881095904527,-1.47709984889852
"Ret",-0.613140719988904,-0.742391517766387,-3.45878796759895,0.00245656616881632,0.0213881095904527,-1.47743393341302
"Itgal",0.802943630776224,2.02955562756259,3.44514707853931,0.00253550462539665,0.0213881095904527,-1.47749550309725
"Slc5a10",-0.673925798043223,-0.935893662946373,-3.47120076376563,0.00238683609223672,0.0213881095904527,-1.47861561515241
"LOC103691945",-0.617024563248364,-0.944904041706291,-3.47093749148233,0.00238829465550151,0.0213881095904527,-1.48034545088482
"LOC100361226",-0.616550182040431,-0.945178013295259,-3.46911672430335,0.00239840595642228,0.0213881095904527,-1.48425708675766
"Trim75l-ps1",-0.620901371259754,-0.913082816411989,-3.46610430179487,0.00241522737159465,0.0213881095904527,-1.48529389453631
"Ccdc184",-0.60549902687549,-0.94712635310796,-3.46874047948536,0.00240050060378015,0.0213881095904527,-1.48531444060107
"Ly49i3",-0.71654793892576,-0.841905633251164,-3.46249116096786,0.00243555619932044,0.0213881095904527,-1.48569388591725
"LOC108351931",-0.61337861072855,-0.902282578999594,-3.46527197158172,0.00241989552636964,0.0213881095904527,-1.48603135469059
"LOC102554419",0.982137157102378,2.26432700786284,3.44412604828038,0.00254151245585385,0.0213881095904527,-1.4860949157085
"LOC102553109",-0.86172661868134,-0.696741238319502,-3.44983130717269,0.00250812052864934,0.0213881095904527,-1.4865790743365
"Tgif1",0.773269871944885,3.05207625722019,3.45470790799493,0.00247992049709849,0.0213881095904527,-1.48968730281229
"Thnsl2",-0.61475526275526,4.84519369327893,-3.46851908894715,0.00240173397951548,0.0213881095904527,-1.48970435600693
"Ccdc63",-0.610267446108294,-0.946139539130005,-3.46619808695169,0.00241470192921461,0.0213881095904527,-1.4905955260213
"Rpl26",-0.856869434058253,9.30458553359761,-3.43864063486361,0.00257402919783033,0.0213881095904527,-1.49115228399146
"S100b",-0.792563479634432,-0.704655849255053,-3.44901493392034,0.00251287207100891,0.0213881095904527,-1.49132014666984
"Dram2",-0.733535119329507,5.58572059531715,-3.46387936783474,0.00242772583355196,0.0213881095904527,-1.49152647384645
"Topaz1",-0.595819966888505,-0.955590893516242,-3.46621430311062,0.00241461108766877,0.0213881095904527,-1.49182057392446
"Mix23",-0.612644952092188,4.58726526374027,-3.46777468983276,0.0024058856273121,0.0213881095904527,-1.49228829513998
"Numa1",0.748403822871712,2.93464170636123,3.45144480640309,0.00249875541358141,0.0213881095904527,-1.49299446419438
"RGD1561206",-0.615493812703363,-0.94578707567062,-3.4650264585747,0.00242127418795406,0.0213881095904527,-1.49304241783474
"Snora2l2",1.43504297727763,1.66641438289957,3.43205874207627,0.00261358517619046,0.0213881095904527,-1.49447717895434
"LOC685984",-0.615216376909822,-0.945946800119137,-3.46394406687506,0.00242736149402442,0.0213881095904527,-1.4953667924547
"Nim1k",0.818825643183498,0.0330852275224655,3.43069784025817,0.00262183809206501,0.0213881095904527,-1.49602804827534
"Ankrd54",0.935950048522396,2.03730818207828,3.43560397333898,0.00259220540263613,0.0213881095904527,-1.49717867047553
"LOC120095592",-0.598927169626268,-0.868821780585845,-3.45649586540728,0.00246965946926705,0.0213881095904527,-1.49841735329894
"LOC120102335",-0.604227081105411,-0.947867343069285,-3.46258659518357,0.0024350170963491,0.0213881095904527,-1.49850952807773
"Rex2l1-ps1",-0.604152682453426,-0.947910658321206,-3.46222454737492,0.00243706290741141,0.0213881095904527,-1.49928567025893
"LOC103692187",-0.604131569007187,-0.947922950133459,-3.46212176043342,0.00243764402981453,0.0213881095904527,-1.49950601721069
"Fos",1.49425991587361,1.26384594177727,3.42619948659606,0.00264929989717093,0.0213881095904527,-1.49976660819575
"LOC108351469",-0.685425028597123,-0.757049230224577,-3.44862926878158,0.00251511983435793,0.0213881095904527,-1.49995961484991
"LOC120102347",-0.5833948740653,-0.886769634550212,-3.45679171103155,0.00246796564800338,0.0213881095904527,-1.50056425268119
"Dynlt2",-0.661137135472142,-0.801250402572877,-3.45261196331034,0.00249200239072751,0.0213881095904527,-1.50056891770262
"Cox16",-0.698038063886087,5.9824149688271,-3.45528299124585,0.00247661555238183,0.0213881095904527,-1.50358918245557
"H2ap",-0.608801495657164,-0.946968921419066,-3.45969048721668,0.00245142939359574,0.0213881095904527,-1.50455233375909
"Efcab15",-0.624633978869021,-0.949369411635696,-3.45977937693698,0.00245092404071516,0.0213881095904527,-1.50468248705244
"LOC120098128",-0.675440355512652,-0.842805375035137,-3.4531256775158,0.00248903579033734,0.0213881095904527,-1.50488234430409
"Bin1",-0.603487550279309,3.57525684904982,-3.45625041760737,0.00247106561194438,0.0213881095904527,-1.50534609955135
"Apoc3",-0.855026210389982,12.6844939346369,-3.41586318948393,0.0027134755734068,0.0213881095904527,-1.50963309954755
"Raet1e",-0.60810280299173,-0.947363826893495,-3.45655834154798,0.00246930167606663,0.0213881095904527,-1.51126774064552
"LOC120095695",-0.613223489809695,-0.947091286653605,-3.45606954589578,0.00247210230889213,0.0213881095904527,-1.51227118585763
"Thy1",-0.685677953150851,-0.79037971786248,-3.44613375803805,0.00252971217086365,0.0213881095904527,-1.51234582506227
"Smim8",-0.608587333972113,4.32562313694909,-3.45743410164146,0.00246429166268806,0.0213881095904527,-1.5138575072938
"LOC120100760",-0.590552108503135,-0.956438806416337,-3.45355072954478,0.00248658382006517,0.0213881095904527,-1.5189024842566
"Mgll",0.617253889462416,5.16651450767464,3.4523886461763,0.00249329308701561,0.0213881095904527,-1.51941335582506
"Calm2",-0.633820655436418,6.51375542130948,-3.44287766524004,0.00254887704911429,0.0213881095904527,-1.52072161061207
"Mark2",0.86794939004089,2.36259820362138,3.42821280815039,0.00263697412791855,0.0213881095904527,-1.52273769944102
"LOC120099425",-0.826913403853227,-0.801621082198381,-3.44373060201177,0.00254384305001007,0.0213881095904527,-1.52337092569437
"LOC108350102",-0.626737847266202,-0.94818242285036,-3.45033836396774,0.00250517374712543,0.0213881095904527,-1.52460517839115
"Crhr2",-0.68675339303018,-0.908512535542917,-3.44754594842393,0.00252144429624178,0.0213881095904527,-1.52484999975028
"LOC108352720",-0.671363468913672,-0.851363821836628,-3.44274985523165,0.00254963222107303,0.0213881095904527,-1.52783168150269
"Ttc14",0.732373206968559,1.70530611052102,3.41655964402667,0.00270910393253998,0.0213881095904527,-1.52804206078537
"Glod4",-0.698918964777001,4.98481657267155,-3.44773204549441,0.00252035674495815,0.0213881095904527,-1.5329281771922
"LOC102549233",-0.723636298805626,-0.797869911045314,-3.43556630175287,0.00259243167873981,0.0213881095904527,-1.53361911361514
"LOC102553175",-0.600876019993335,-0.949815431370388,-3.44605081140161,0.00253019862111522,0.0213881095904527,-1.53394035172305
"B2m",-0.686065901733735,10.3142714281549,-3.41219116469421,0.00273663954821693,0.0213881095904527,-1.53488045334391
"LOC120097881",-0.610463945601529,-0.948667850909758,-3.44487893678671,0.00253708104281925,0.0213881095904527,-1.53627720702531
"Fcgr2b",0.616213194336751,5.1307287174137,3.44415594903108,0.00254133631869186,0.0213881095904527,-1.53723102318905
"Zfp455",-0.866866467278455,1.25500891915384,-3.40559867252797,0.00277871424314377,0.0213881095904527,-1.54003815883282
"Myh2",-1.0213528715949,-0.828923607153557,-3.43694077706166,0.00258418837114575,0.0213881095904527,-1.54235970854524
"Hsf2bp",-0.571488765827935,-0.860375509538646,-3.43360214490838,0.00260425637949154,0.0213881095904527,-1.54486439413509
"Cited4",-1.10449708286021,1.32963290381,-3.40324037076441,0.0027939189851983,0.0213881095904527,-1.54647397038343
"Rps12l4",-0.918084811104909,-0.461471449074485,-3.40396765867345,0.00278922124132496,0.0213881095904527,-1.54648186306094
"Pef1",-0.550631970450851,5.27905763832859,-3.43995323056922,0.00256621133272671,0.0213881095904527,-1.54651164594651
"Mgst1",-0.74137977224891,11.4355980280392,-3.40100700514635,0.00280839343371689,0.0213881095904527,-1.54770008948109
"Tgm6",-0.604342201968317,-0.949485047252057,-3.43936318627238,0.00256972276779529,0.0213881095904527,-1.54811036130466
"LOC108352551",-1.11431875384897,1.09909097176766,-3.39956836307754,0.00281775619172782,0.0213881095904527,-1.5494945132587
"Rps23",-0.841855166454062,9.27242948494037,-3.41015707403086,0.00274955443901676,0.0213881095904527,-1.55061059440162
"mt-Rnr1",-1.32284921103324,8.00645734049111,-3.41734499019777,0.00270418260906361,0.0213881095904527,-1.55149864823557
"LOC102547667",-0.669414683709543,-0.938620677763878,-3.43504988424845,0.0025955355198418,0.0213881095904527,-1.55582130484703
"Abracl",-0.671322812567749,4.72951273198343,-3.43751067724325,0.00258077799236954,0.0213881095904527,-1.55628373843549
"Naxe",-0.717418340314275,5.90678976173308,-3.43015320160446,0.00262514810688245,0.0213881095904527,-1.55809854348303
"Ufm1",-0.688715744507378,4.42410416856633,-3.43607215436126,0.00258939486944084,0.0213881095904527,-1.55962604885614
"LOC120103484",-0.603117678187136,-0.95017420336495,-3.43364209762417,0.00260401532768287,0.0213881095904527,-1.56035930642816
"Prss12",-0.635883424670249,-0.884255687760261,-3.42835494546346,0.00263610607844838,0.0213881095904527,-1.56125484668353
"Slc46a2",-0.630955669653296,-0.930307595746777,-3.43135242506381,0.00261786530565253,0.0213881095904527,-1.56175893473285
"Cmtm2a",-0.630567758927504,-0.94787414414282,-3.4326237775488,0.00261016612925751,0.0213881095904527,-1.56221087932817
"LOC120101322",-0.591546279168691,-0.958133042347865,-3.43240812535203,0.0026114705288611,0.0213881095904527,-1.564129060956
"Hhatl",-0.782153178118275,-0.909561740893538,-3.42946718406866,0.00262932318298826,0.0213881095904527,-1.56451709726327
"LOC681386",-0.844405509642888,-0.517518883980858,-3.39844147946362,0.00282511138090533,0.0213881095904527,-1.56498847346522
"Zdhhc17",0.662392406194673,1.96441406209193,3.40032576206425,0.00281282319042176,0.0213881095904527,-1.56883853738627
"Ak1",-0.861025061969877,0.318901976918363,-3.38543095018475,0.00291140660629801,0.0213881095904527,-1.56900425840933
"Isg15",-1.20130077347561,4.55065161567986,-3.43048238815077,0.00262314700164741,0.0213881095904527,-1.57032045575108
"LOC498826",-0.677544208883625,-0.822896455404623,-3.41888476162815,0.00269455917236968,0.0213881095904527,-1.57210717663886
"LOC120099356",-0.606468708833575,-0.950933730541061,-3.42809272448509,0.00263770771178776,0.0213881095904527,-1.57224965059646
"LOC102548949",-0.608529738056576,-0.743488131096156,-3.41298912929217,0.00273158936331817,0.0213881095904527,-1.57324744978334
"Orm1",-1.08842642907338,8.0872407107883,-3.40628839745058,0.00277428272040392,0.0213881095904527,-1.57352135538252
"Nrn1l",-1.02182551475711,-0.424516334404498,-3.39028525054299,0.00287891134033963,0.0213881095904527,-1.57383381138413
"LOC120095092",-1.08151684421722,1.19808419005748,-3.3882283432937,0.00289263688612192,0.0213881095904527,-1.57442088095505
"Ccdc177",-0.59650303117494,-0.929641236542759,-3.42485786514641,0.00265754482465086,0.0213881095904527,-1.5748876978813
"Otc",-0.836806669503383,7.4179170627527,-3.41013926534304,0.00274966777391453,0.0213881095904527,-1.57501433552566
"LOC102550375",-0.606082386087319,-0.951151798611286,-3.42643320411965,0.00264786615741059,0.0213881095904527,-1.57580354928468
"Cthrc1",-0.590513920228549,-0.958647596934865,-3.42672706508282,0.00264606454852895,0.0213881095904527,-1.57628260469684
"Trnap-agg_54",-1.1467449289223,-0.698247861116697,-3.40457522947655,0.0027853027214463,0.0213881095904527,-1.57889946318814
"Tnfrsf17",-0.596679461487527,-0.952246695502113,-3.42468987614184,0.00265857897263484,0.0213881095904527,-1.57965520396219
"LOC120097864",-1.04381867403693,-0.561444639091731,-3.39402281920488,0.00285413412013718,0.0213881095904527,-1.58029765996602
"LOC120098901",-0.640320413707558,-0.862653964637695,-3.41800860270272,0.00270003096078721,0.0213881095904527,-1.5815429042925
"Nae1",-0.763372804778724,2.63681037110101,-3.40577687551532,0.0027775686138512,0.0213881095904527,-1.58173315662974
"LOC102550353",-0.600986806569698,-0.951371641512116,-3.42354451585727,0.00266564039688485,0.0213881095904527,-1.58196715559392
"LOC120101803",-0.68697474566615,-0.695599037688245,-3.40473379328421,0.00278428095499041,0.0213881095904527,-1.5828906263937
"LOC102556461",-0.701418291023568,-0.678587017454066,-3.40301067974984,0.0027954042315385,0.0213881095904527,-1.58302921834104
"LOC102555515",-0.834537499852154,-0.79637047923913,-3.41405435971433,0.00272486194473285,0.0213881095904527,-1.58442362475145
"LOC103692353",-0.638968721733501,-0.947378489251701,-3.42199577054485,0.00267521806815517,0.0213881095904527,-1.58471022068204
"Rab44",-0.589246841751976,-0.958988417224611,-3.42213422476433,0.00267436047387174,0.0213881095904527,-1.58609311158519
"Rn18s",-3.64315988774834,5.68508032557123,-3.4137645439679,0.00272669065274518,0.0213881095904527,-1.58610306554468
"Aamdc",-1.03606587832875,5.04482507190848,-3.41912544392994,0.00269305796911007,0.0213881095904527,-1.59277382203631
"Ddit4l",-1.33244946388521,-0.57608082098443,-3.39013009766929,0.00287994443062409,0.0213881095904527,-1.5937379645636
"Tpm3",0.895531866082312,5.38084613427559,3.41572423156355,0.00271434863932163,0.0213881095904527,-1.59398426819463
"Gprasp2",0.859454090792611,0.795190834453869,3.37552310830809,0.00297885042341239,0.0213881095904527,-1.59554266793674
"Mup4l2",-1.80934194327864,2.40924440576088,-3.39376169039063,0.0028558583903239,0.0213881095904527,-1.59559996165057
"Sap18",-0.708257407392113,6.66050073560094,-3.40482024234666,0.00278372404229858,0.0213881095904527,-1.59845431767206
"LOC103693274",-0.991264032520904,-0.00643630712202174,-3.37101640909047,0.00301003230930625,0.0213881095904527,-1.59849064519631
"Or10a3c",-0.599285149070871,-0.952326245259154,-3.41535204485029,0.00271668842845217,0.0213881095904527,-1.59948763984799
"Gpr45",-0.680419871792113,-0.936591364213429,-3.41433137660759,0.00272311512095298,0.0213881095904527,-1.59951941610335
"LOC120097493",0.798458562565069,0.124967571547167,3.37759495436135,0.00296462170859213,0.0213881095904527,-1.60103843252603
"LOC100912629",-0.59885217848834,-0.952568903958817,-3.41324937696502,0.00272994427725527,0.0213881095904527,-1.60398288029303
"Ptrh1",1.13966896508556,1.89701445581043,3.38179279622885,0.00293599625964109,0.0213881095904527,-1.60417963343513
"Thoc7",-0.567533390610864,5.15685661755606,-3.4127706356864,0.00273297126320827,0.0213881095904527,-1.60561908884975
"Casr",-0.617445869379313,-0.93320026264932,-3.40918699917131,0.00275573469625123,0.0213881095904527,-1.60927085238748
"Ciao1",-0.639749245567558,4.6196493074763,-3.41224288582455,0.00273631193637875,0.0213881095904527,-1.61037387048982
"LOC120095490",-1.12583755169975,-0.15913532806913,-3.3672647912719,0.00303623347361166,0.0213881095904527,-1.61058869283429
"LOC120102491",-0.597985035256173,-0.953054613999383,-3.40901611180998,0.00275682481460569,0.0213881095904527,-1.61303115190934
"LOC120101671",-0.588041686188222,-0.959372499146039,-3.40923718271518,0.00275541464756558,0.0213881095904527,-1.6135334522252
"LOC120098585",-0.700065179526296,-0.782081223104028,-3.3959868790638,0.00284119782602118,0.0213881095904527,-1.61392150610399
"Ccng1",-0.535437758879392,3.43070927850614,-3.40320757724361,0.002794130989906,0.0213881095904527,-1.61397132222335
"Tlcd1",-1.21008977808162,1.42054399089091,-3.37091956203778,0.00301070589227442,0.0213881095904527,-1.6146398730917
"Slurp2",-0.601865181314258,-0.953520595635365,-3.40790483572506,0.00276392415261695,0.0213881095904527,-1.61545306451973
"LOC103691964",-0.689967300849003,-0.934693142149239,-3.40583623547145,0.00277718710412474,0.0213881095904527,-1.61727600463247
"Mien1",-0.791483265555864,5.54614900510832,-3.40473978998899,0.00278424232014811,0.0213881095904527,-1.61752952319676
"Trnas-cga_1",-1.07304186586132,-0.773923484000359,-3.39487259112126,0.00284853001917334,0.0213881095904527,-1.61797895421899
"Rplp1",-0.943889505481038,10.4066613508213,-3.37107506708225,0.0030096244076648,0.0213881095904527,-1.61838035330333
"LOC100361056",-0.794620651121745,-0.507702499797267,-3.36874798806326,0.00302584828600852,0.0213881095904527,-1.62281982733436
"LOC102552762",-0.60105964939516,-0.953970644518014,-3.40428034844321,0.00278720387799639,0.0213881095904527,-1.62320292918266
"LOC102547495",-0.641769284159415,4.16653440592739,-3.40528455003743,0.00278073479875518,0.0213881095904527,-1.62357081526503
"LOC100360628",-0.852766351290368,-0.782698455062433,-3.392346244672,0.00286522256291587,0.0213881095904527,-1.62593539203803
"Sec62",-0.630387038379802,6.33691215732105,-3.39432947365315,0.00285211054086691,0.0213881095904527,-1.62627020929512
"LOC120100685",-0.600717484697714,-0.954161578469007,-3.40273255548194,0.00279720369733279,0.0213881095904527,-1.62651178522445
"Ssbp1",-0.739429261524229,4.5521790162687,-3.40403250593254,0.00278880275217871,0.0213881095904527,-1.62776334110735
"LOC102547438",-0.623414643424823,-0.952717776363135,-3.40002433370855,0.00281478540251086,0.0213881095904527,-1.63205264546226
"Mir193",-0.807417444296213,-0.906251149030602,-3.39707635899499,0.00283404676624003,0.0213881095904527,-1.63279948195178
"LOC102553224",-0.595814176067943,-0.954268932035274,-3.3982895825226,0.00282610425366485,0.0213881095904527,-1.63594672509289
"Rps12",-0.85055135170222,9.52803457259822,-3.36711418865696,0.00303728992767568,0.0213881095904527,-1.63655977348232
"LOC108351778",-0.599682592301114,-0.954738225032277,-3.39802143382025,0.00282785784006587,0.0213881095904527,-1.63658085561106
"Mrpl30",-0.833181131272723,5.45583700622641,-3.39611403413591,0.00284036230249277,0.0213881095904527,-1.63704967250811
"LOC120093429",-0.599614637065372,-0.954776045819279,-3.39771052108441,0.00282989242207512,0.0213881095904527,-1.63724524596683
"Rps6ka6",-0.630911266563612,-0.798489438741855,-3.38461355024154,0.00291691363052353,0.0213881095904527,-1.63814686924314
"Pon1",-0.682751542177071,10.5009874399629,-3.36042555819476,0.00308457444991479,0.0213881095904527,-1.63922974640558
"Epc2l1",-0.649026827284139,-0.572230709810271,-3.36399136354653,0.00305927737424691,0.0213881095904527,-1.64068097692901
"Lilrc2",-0.661575622058155,-0.942317157169335,-3.39507292661199,0.00284721041306484,0.0213881095904527,-1.64111153827153
"Spmip1",-0.595249708429309,-0.954584297456505,-3.39547046144322,0.00284459363308728,0.0213881095904527,-1.6419665800696
"LOC102551607",-0.725120868976855,-0.924481645536114,-3.39343480351661,0.00285801830967509,0.0213881095904527,-1.64243159071693
"LOC102546977",-0.759320585312105,0.22407051808065,-3.34857639050447,0.00317011653521369,0.0213881095904527,-1.64248931623475
"LOC120103571",-0.591022650248546,-0.955509486495477,-3.39476686260272,0.00284922669265744,0.0213881095904527,-1.64358774057065
"Or12j2b",-0.590944003186202,-0.955554733521525,-3.39434183341516,0.00285202900964143,0.0213881095904527,-1.64449493484654
"Abhd11-as1",-1.21487269789827,-0.0391680784165415,-3.34920062982703,0.00316555261126703,0.0213881095904527,-1.64474822943592
"Ercc6l",-0.59306873492765,-0.911849369059317,-3.39053963384158,0.00287721830719711,0.0213881095904527,-1.64505483884507
"Pcdhb21",-0.576134283626515,-0.931966809858549,-3.39159172297635,0.0028702265495055,0.0213881095904527,-1.64567766585037
"Osbpl11",-0.725638470000692,4.60882631014873,-3.39529340396027,0.00284575882570248,0.0213881095904527,-1.64628389928908
"LOC120099255",-0.622086385075072,-0.953348782051204,-3.39295470495366,0.00286119348567439,0.0213881095904527,-1.64712505981549
"Pxn",0.792944611119119,3.59000561683908,3.38592893752577,0.00290805653987502,0.0213881095904527,-1.64922847405004
"Tspan17",-0.78295144587887,-0.849017327341866,-3.38506555112853,0.00291386712888343,0.0213881095904527,-1.6503480619017
"Mir133a1",-0.594273034989607,-0.955129589382964,-3.39056354381947,0.00287705922592911,0.0213881095904527,-1.65244188612592
"Or6k14",-0.594207736703676,-0.9551660296897,-3.39023416437094,0.00287925145909979,0.0213881095904527,-1.65314492077168
"Mrpl27",-0.702081400283668,6.53897553180808,-3.3795481951284,0.00295126852983481,0.0213881095904527,-1.6537702921739
